id;cat;pages;Incipit principal ou premier;incipit français;article et notes sur les sources;auteur de la musique IDENTIFIANT Nathalie : remplacer directement par l'id de Directus OK;auteur de la musique LABEL;lieux concernés Nathalie : vérifier la correspondance avec le thésaurus;TITRES propres. Anne: OK orthographe normalisée;´MOTS-CLEFS. Anne: OK;genre poétique;genre mus. Anne: OK;auteur texte IDENTIFIANT Nathalie : normalisation avec Directus OK;auteur texte LABEL ;Notes éditoriales. (à ne pas exporter dans la TEI). Revues  ANNE  : OK NATH: EST-CE QUE TOUTES LES NOTES FIGURENT ICI OU CERTAINES DIRECTEMENT DANS LA TEI ?;Articles liés ajouter les commentaires qui manquent (là où figurent des id);notes sur la musique (tonalité, chiffre de mesure, nbre de mesures, forme). Anne: OK;Tonalité. Anne: OK;forme musicale. Anne: OK;Formes poétiques (fixes) ou description formelle;code incipit musical. Anne: OK;Interprète [de la pièce musicale] Nath : vérifier concordance avec Opentheso;effectif musical;Notes effectifs musicaux;personnes mentionnées (Nath : vérifier concordance et indexation avec Personnes;Numéros de catalogue d'auteur ou Concordances poétiques. Anne: OK;Numéros de catalogue d'auteur ou concordances musicales. Anne: OK;autres sources Vérification par Anne et Nathalie;Institutions mentionnées ;Corporations mentionnées ;Œuvres citées
1705-09_371a;1705.09.02;371;SI VOUS TENEZ L'HIVER VOS PASSIONS SECRÈTES;Si vous tenez l'hiver vos passions secrètes;"air gravé inséré entre les pages 370 et 371, « AIR NOUVEAU. Si vous tenez l'Hiver vos passions secrettes, Vous les publiez au Printemps ; Helas ! petits Oiseaux, quand vous estes contens, Vos ardeurs ne sont plus discretes. Pour moy, dans l'empire amoureux, Je me plains du destin à mes desirs contraire ; Mais si j'étois heureux, Je sçaurois bien m'en taire. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;"hiver ; printemps";poésie de saison;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 3/2, 27 mesures, forme binaire.;"ré mineur ;";binaire;;132152 3511 7;;ut1/bc;;;;;;;;
1705-12_418;1705.12.02;418-419;QUE J'ÉTAIS SOT QUAND J'ÉTAIS AMOUREUX;Que j'étais sot quand j'étais amoureux;"air gravé inséré entre les pages 418 et 419 « La Chanson que vous allez voir vous paroistra divertissante. AIR NOUVEAU. Que j'étois sot, quand j'étois amoureux ! Souvent je répandois des larmes ; Mes plus beaux jours, mes jours les plus heureux, Ne se passoient pas sans allarmes Mais depuis que Bachus m'a muni de ses armes, Doux effet de ce jus divin ! La joye a sçeu bannir de mon coeur le chagrin ; Je resiste à l'Amour, je méprise ses charmes. Ah ! qu'un homme est heureux de n'aimer que le vin ! »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air à boire;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, C, 3 et 2 en alternance, 36 mesures, forme binaire.;"sol mineur ;";binaire;;5 423 455 117;;ut1/bc;;;;;;;;
1706-11_242;1706.10.01;164-165;QUE MON IRIS EST BELLE;Que mon Iris est belle;"air gravé inséré entre les pages 164 et 165 « Quoy que les paroles que je vous envoye n'ayent pas esté faites comme le Madrigal que vous venez de lire, au sujet du mariage dont je viens de vous parler, il peut fort bien le suivre, & estre chanté devant la nouvelle Epouse. AIR NOUVEAU. Que mon Iris est belle, Que j'en suis amoureux ; L'Himen va nous unir d'une chaîne éternelle, Je suis au comble de mes voeux Et je vais estre autant heureux Que mon Iris est belle. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, ¢, 20 mesures, forme binaire.;"sol mineur ;";binaire;;345 543 32 1;;ut1/bc;;;;;;;;
1706-12_204;1706.10.02;386-387;COULE JUS PRÉCIEUX POUR L'OBJET QUI M'ENFLAMME;Coule jus précieux pour l'objet qui m'enflamme;"air gravé inséré entre les pages 386 et 387 « La Chanson que je vous envoye est d'un fort habile Maître. AIR NOUVEAU. Coule, Jus precieux, pour l'objet qui m'enflame, Qu'il comble mes desirs, qu'il l'engage à son tour, Chasse la raison de son ame, Ny laisse regner que l'Amour ; Tu triomphes ! son coeur jusqu'alors inflexible, Soûpire & sent de tendres feux, Je l'entens, je le voy ! Ciel ! que je suis heureux, Si c'est pour moy qu'il est sensible. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;la mineur, C puis 3, 31 mesures, forme binaire.;la mineur;binaire;;54 323 165 432 321;;ut1/bc;;;;;A comparer avec - J.-J. Mouret, IIIe livre d'airs sérieux et à boire. (1725, p. 3). [Vm7. 601.;;;
1706-12_204;1706.12.01;204-206;PLEUREZ AMANTS AUX PIEDS DE VOS MAÎTRESSES;Pleurez amants aux pieds de vos maîtresses;"air gravé inséré entre les pages 204 et 205 « Je crois qu'en parlant de vin, on peut parler de Chansons, puisque l'un & l'autre sont amis de la joye qu'ils accompagnent ordinairement. C'est pourquoy je vous envoye la Chanson suivante. Vous me direz qu'elle ne parle que de pleurs ; mais vous devez faire reflection, que pleurer en chantant, n'est autre chose que rire agréablement, & avec des tons mesurez. AIR NOUVEAU. Pleurez, Amans, aux pieds de vos Maîtresses, Si vous voulez attirer leurs tendresses : Qui pleure quand il faut des pleurs En amour est maistre des coeurs. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 3, 20 mesures, forme binaire.;"ré mineur ;";binaire;;321 765 432 31;;sol2,fa4;;;;;;;;
1706-12_328;1706.12.02;328;TOUT LE DÉPLAISIR D'UN AMANT;Tout le déplaisir d'un amant;"air gravé inséré entre les pages 328 et 329 « AIR NOUVEAU. Tout le déplaisir d'un Amant Le plus long ne dure guere ; Comment tenir sa colere Quand on aime tendrement. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;madrigal ;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Fa Majeur, ¢, 12 mesures, forme binaire.;Fa Majeur;binaire;;5432 12321 7;;ut1,fa4;;;;;;;;
1707-04_139;1707.04.01;139-140;C'EST LA SAISON DES AMOURS;C'est la saison des amours;"air gravé inséré entre les pages 138 et 139 « Rien ne peut mieux suivre les Vers que vous venez de lire, que le Printemps que je vous envoye. AIR NOUVEAU. C'est la saison des amours, Que la saison des beaux jours. Flore pour son cher Zephire, Forme les plus tendres voeux, Et les Oyseaux amoureux, Chantent leur tendre martyre ; C'est la saison des amours, Que la saison des beaux jours. Aimable & jeune Climene, Laissez-vous enfin charmer, Tout céde au penchant d'aimer, Cessez donc d'estre inhumaine ; C'est la saison des amours, Que la saison des beaux jours. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;printemps;"poésie de saison ; madrigal ";"air ;";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;La Majeur, 3, 37 mesures, forme rondeau.;La Majeur;rondeau;;151 234 2675 1;;ut1/bc;;;;;;;;
1707-04_269;1707.04.02;269-271;BERGERS AJUSTEZ VOS MUSETTES;Bergers ajustez vos musettes;"air gravé inséré entre les pages 270 et 271 « La varieté faisant un des agrémens de mes Lettres, on ne doit pas s'étonner de la grande difference qui se trouve souvent entre les articles qui se succedent les uns aux autres, telle qu'est celle qui se rencontre entre l'article que vous venez de lire, & à la Chanson qui suit. AIR NOUVEAU. Bergers, ajustez vos Musettes ; Voici le Printemps de retour, Le doux Zephir, par ses plaintes secretes, Aux naissantes Fleurettes, Exprime son amour ; Et les Oyseaux par mille Chansonnettes, Repetent tout à tour, Bergers, ajustez vos Musettes, Voicy le Printemps de retour. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;"musette ; printemps";poésie de saison;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Fa Majeur, ¢, 18 mesures, forme rondeau.;Fa Majeur;rondeau;;5 321231 53;;ut1/bc;;;;;;;;
1707-05_412;1707.05.02;412-413;REVENEZ PRINTEMPS REVENEZ;Revenez printemps revenez;air gravé inséré entre les pages 412 et 413 « Les Airs appellez Printemps, estant à la mode dans cette saison, je vous en envoye encore un. AIR NOUVEAU. Revenez, Printemps, revenez, Ranimer la nature Chassez les frimats, ramenez Les fleurs & la verdure : Et vous petits oiseaux qui chantez son retour Et qui voyez Iris briller dans ces boccages, Celebrez par vos doux ramages Et ses charmes & mon amour. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;printemps;"madrigal ;  idylle ; poésie de saison";air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, ¢ puis 3 et C, 19 mesures, forme binaire.;"sol mineur ;";binaire;;12 345 232 563;;ut1/bc;;;;;;;;
1707-07_176;1707.07.01;176;QUOI TU VEUX BELLE INHUMAINE;Quoi tu veux belle inhumaine;"air gravé inséré entre les pages 176 et 177 « L'Amant dont il est parlé dans la chanson suivante, n'a pas lieu d'estre si content que ceux dont je viens de vous apprendre le mariage. AIR NOUVEAU. Quoy, tu veux belle inhumaine Que je t'aime sans retour : Tu te plaist à voir ma peine, Tu l'augmentes chaque jour ; Ah ! faut-il que tant de haine Soit le prix de tant d'amour. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;madrigal ;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 3, 24 mesures, forme binaire avec une petite reprise des six dernières mesures.;"ré mineur ;";binaire;;151 234 22 523 2;;sol2/bc;;;;;;;;
1707-07_358;1707.07.02;358;LA VENGEANCE QUE JE DÉSIRE;La vengeance que je désire;air gravé inséré entre les pages 358 et 359 « Je vous envoye une Chanson nouvelle. AIR NOUVEAU. La vengeance que je desire Pour punir l'infidelle Iris : C'est qu'elle connoisse le prix Du coeur dont elle perd l'empire. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;La Majeur, 3, 22 mesures, forme binaire.;La Majeur;binaire;;15 31 234 32 1;;ut1/bc;;;"RASB-1718-09 p. 171 ;";"RASB-1718-09 p. 171 (également anonyme) ;";;;;
1707-08_197;;197-198;ÉVEILLÉS COMME MOI PAR LES SOINS DE L'AMOUR;Éveillés comme moi par les soins de l'amour;"air gravé inséré entre les pages 198 et 199 « Les paroles que vous allez lire ont esté faites à Toulouse ; ainsi que l'Air que l'on a composé sur ces paroles. AIR NOUVEAU. Eveillez comme moy par les soins de l'Amour. Jour & nuit, Rossignols, vous chantez vostre flame ; Et je chante à mon tour, Les transports de mon ame. Nous sommes tous également charmez ; Mais nous ne parlons pas de même : Vous vous loüez de ce que vous aimez, Et je me plains de ce que j'aime. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;TOULOUSE;AIR NOUVEAU;;;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, C et 3 en alternance, 17 mesures, forme binaire.;"ré mineur ;";binaire;;55123 2231171 7;;ut1;;;;;;;;
1707-09_237;1707.09.02;422;VOUS M'AVEZ DONC QUITTÉ PLAIGNEZ MON TRISTE SORT;Vous m'avez donc quitté plaignez mon triste sort;air gravé inséré entre les pages 422 et 423 « AIR NOUVEAU. Vous m'avez donc quitté, plaignez mon triste sort, Ce départ me coute la vie : Souvenez-vous du moins, Philis, que je suis mort, Le jour que vous estes partie. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;madrigal;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;la mineur, 3/2 et ¢ en alternance, 22 mesures, forme binaire.;la mineur;binaire;;1177656 51 64 2;;ut1/bc;;;;;;;;
1707-09_422;1707.10.01;321;JE NE SUIS PLUS AMANT QUE DE LA BELLE GLOIRE;Je ne suis plus amant que de la belle gloire;"air gravé inséré entre les pages 320 et 321 « AIR NOUVEAU. Je ne suis plus Amant que de la belle gloire, Elle seule à present occupe mes esprits ; Et j'ay banny de ma memoire Les Amintes & les Cloris. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, ¢, 17 mesures, forme binaire.;"sol mineur ;";binaire;;55231 7234 322 1;;ut1,fa4;;;;;;;;
1707-10_320;1707.10.02;419;QUAND À L'AMOUR JE VOUS CONVIE;Quand à l'amour je vous convie;"air gravé inséré entre les pages 418 et 419 « AIR NOUVEAU. Quant à l'amour je vous convie, Vous m'en demandez des leçons ; Il ne faut pas tant de façons, Ayez-en seulement envie ; Amour sçaura bien vous former, Aimez, aimez, & vous sçaurez aimer. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;madrigal ;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 3, 23 mesures, forme continue.;"ré mineur ;";continue;;321 71 23 22 321;;ut1/bc;;;;;;;;
1707-12_566;1708.02.01;248-249;CHANTONS LE POUVOIR DE BACCHUS;Chantons le pouvoir de Bacchus;"air gravé inséré entre les pages 248 et 249 « Les chansons à boire étant pendant le Carnaval, plus en regne que les autres, je vous en envoye une. AIR NOUVEAU. Chantons le pouvoir de Bachus, Goutons le jus (1) que sa treille nous donne : Sans ce doux jus Croire qu'une fête soit bonne ; C'est un abus, Chantons le pouvoir de Bachus. » (1) La source musicale ajoute ici « divin ».";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air à boire ;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, ¢ et 3 en alternance, 58 mesures, forme ABABCA.;"sol mineur ;";rondeau;;531 552321 5;;ut1,fa4;;;;;;;;
1708-02_343;1708.02.02;343-344;LES PLAISIRS LES PLUS CHARMANTS;Les plaisirs les plus charmants;"air gravé inséré entre les pages 344 et 345 « L'Air qui suit a reçû de grands applaudissemens, & les paroles en ont esté trouvées tres-belles. AIR NOUVEAU. Les plaisirs les plus charmans, Sont ceux où Bachus nous convie : Ce sont les seuls de la vie, Dont on joüit malgré les ans. Les Amours pour leur partage, N'ont que nôtre printemps ; On n'aime pas à tout âge ; Mais on boit en tout temps. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air à boire;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Ut Majeur, ¢, 3/2 et 2 en alternance, 23 mesures, forme binaire.;"Ut Majeur ;";binaire;;15 1234 26 7651;;sol2,fa4;;;;;;;;
1708-03_313;1708.03.02;313-314;LE DOUX CHANT DES OISEAUX VIENT BANNIR LA TRISTESSE;Le doux chant des oiseaux vient bannir la tristesse;air gravé inséré entre les pages 312 et 313 « L'air que je vous envoye est de saison, puisqu'il regarde le printemps. AIR NOUVEAU. Le doux chant des oiseaux vient bannir la tristesse Et l'aimable Printems raméne les beaux jours : Reveillez-vous, tendre jeunesse, Et reprenez vos fidelles amours. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;printemps;poésie de saison;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Fa Majeur, 3, 21 mesures, forme binaire.;Fa Majeur;binaire;;12 321 515 65434 3;;ut1/bc;;;RCDDA-XIII (1687), p. 30-32).;;;;;
1708-04_280;1708.04.02;280-281;DE CES COTEAUX FLEURIS QUE L'ASPECT EST CHARMANT;De ces coteaux fleuris que l'aspect est charmant;air gravé inséré entre les pages 280 et 281 « La Musique tenant un rang considerable entre les Sciences & les Arts, je crois devoir ajouter à ce que je vous en vient de dire, la Chanson suivante. AIR NOUVEAU. De ces Costeaux fleuris, que l'aspect est charmant, Mais sur tout qu'ils ont dequoy plaire Pour un fidelle Amant Quand il y revoit sa Bergere. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;idylle;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, 3, 19 mesures, forme continue.;"sol mineur ;";continue;;123 21 545 323 2;;ut1/bc;;;;;;;;
1708-05_166;1708.05.01;166-167;SANS LE PLAISIR CHARMANT OÙ BACCHUS NOUS CONVIE;Sans le plaisir charmant où Bacchus nous convie;air gravé inséré entre les pages 166 et 167 « Il paroist que l'Auteur qui a fait les paroles que vous allez lire est plus touché des plaisirs que fait gouter Bachus, que de ceux de l'Amour, & que la bouteille luy plaist plus que la plus grande beauté. AIR NOUVEAU. Sans le plaisir charmant ou Bachus nous convie Que faire dans la vie A quoy passer ses (1) jours ? Si l'on ne boit toûjours Tous déplaist tout ennuye. Sans le plaisir, &c. » (1) « les » dans la source musicale.;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air à boire;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;la mineur, ¢, 10 mesures, forme binaire.;la mineur;binaire;rondeau ;3454321 712345 2;;ut1,fa4;;;;;;;;
1708-05_328;1708.05.02;328;IL N'EST POINT DE BONNE CHÈRE;Il n'est point de bonne chère;"air gravé inséré entre les pages 328 et 329 « Je vous envoye une Chanson nouvelle. AIR NOUVEAU. Il n'est point de bonne chere Sans le secours du bon vin ; Sans luy je n'estime guere Le plus excellent festin, Et ce ragoust si (1) divin A seul de quoy satisfaire. Il n'est point, &c. » (1) « tout » dans la source musicale.";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;"air à boire ;";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, ¢, 16 mesures, forme rondeau.;"sol mineur ;";rondeau;rondeau;12 321 221 755;;ut1,fa4;;;;;;;;
1708-07a_356;1708.07.02;356-358;AU PRINTEMPS LA VIGNE GELÉE;Au printemps la vigne gelée Pouvu qu'à Paris comme à Rome Vive l'amour meurent les vignes;air gravé inséré entre les pages 356 et 357 « Je vous envoye un Air nouveau, dont vous trouverez les paroles assez divertissantes. CHANSON. Au Printemps la Vigne gelée Par une Bise reculée Ne nous doit faire aucun éhagrin [sic pour chagrin] Du Pain, de l'Eau, quelque Sylvie : Sont le necessaire à la vie : Ne peut-on se passer de Vin ? Pouveu qu'à Paris comme à Rome Chaque femme ait du moins son homme Pour conserver le genre humain. Du Pain, de l'Eau, quelque Sylvie Sont le necessaire à la vie Ne peut-on se passer de Vin ? Vive l'Amour, meurent les Vignes, Disoient les deux Filles insignes De Lot, amateur du Raisin, Du Pain, de l'Eau, &c. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Ré Majeur, 2, 13 mesures, forme binaire.;Ré Majeur;binaire;;517 121 231 321;;ut1;;;;;;;;
1708-08_160;1708.08.01;356-358;QUE JE VOUS PLAINS BRILLANTES FLEURS;Que je vous plains brillantes fleurs;air gravé inséré entre les pages 160 et 161 « Les Ephitalames estant des chants de joye, la Chanson qui suit tiendra bien sa place aprés l'Epithalame que vous venez de lire. AIR NOUVEAU. Que je vous plaints, brillantes fleurs, De n'avoir pas plus de merite, Quand vous serez auprés du sein de Marguerite Son éclat va ternir vos plus vives couleurs. Tout en cette belle est aimable, Son teint vif, sa bouche admirable, Une douce langueur, l'air tendre, un oeil charmant, Pour un heureux Amant Rendroient Gogo toute adorable. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;"madrigal ; épithalame";"air ;";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Sol Majeur, 3/8, 44 mesures, forme rondeau.;"Sol Majeur ;";rondeau;;34321 55 67671 7;;ut1;;;;;;;;
1708-09_384;1708.09.02;384;QUAND ON EST LOIN DE CE QU'ON AIME;Quand on est loin de ce qu'on aime;"air gravé inséré entre les pages 384 et 385 « Je crois que la Chanson qui suit vous fera plaisir. AIR NOUVEAU. Quand on est loin de ce qu'on aime, On n'a ni repos ni plaisirs ; Et quand la tendresse est extrême, L'absence augmente les desirs. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;madrigal ;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;la mineur, ¢, 13 mesures, forme binaire.;la mineur;binaire;;171 5321 223234 5;;ut1/bc;;;"RCDDA-1690, p. 28-29 ;";;;;;
1708-10_287;1708.10.01;287-288;GARDEZ-VOUS D'ÊTRE INHUMAINES;Gardez-vous d'être inhumaines;"air gravé inséré entre les pages 288 et 289 « De même que les couleurs opposées font un merveilleux effet dans un Tableau, & que les clairs & les bruns frapent agreablement la vûë, je crois que dans un recüeil de matieres differentes, l'opposition de ces matieres réveille l'attention du Lecteur ; & c'est pourquoy je crois pouvoir placer une Chanson apres des Articles de morts. AIR NOUVEAU. Gardez-vous d'estre Inhumaines Usez mieux de vos beaux ans. Si vos Amans dans leurs chaînes Trouvent leurs maux trop cuisans, Pour leur faire aimer leurs peines Rendez leurs fers moins pesans Gardez-vous d'estre Inhumaines Usez mieux de vos beaux ans. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;madrigal;"air ;";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Sol Majeur, ¢, 17 mesures, forme rondeau.;"Sol Majeur ;";rondeau;;543 345 432 245;;ut1,fa4;;;"Brossard, Sébastien de, Ve Livre d'airs sérieux et à boire, Ballard, 1697, p. 10 (gavotte vocale) ;";;;;;
1708-10_362;1708.10.02;362;LES VIGNES ONT MANQUÉ CHACUN S'EN INQUIÈTE;Les vignes ont manqué chacun s'en inquiète;"air gravé inséré entre les pages 362 et 363 « AIR NOUVEAU, Les Vignes ont manqué, chacun s'en inquiette ; Mais je compte pour rien, Et consens de bon coeur que bachus me mlatraite [sic] Pourvù qu'Amour me traite bien. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;automne;poésie de saison ;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Sol Majeur, ¢, 10 mesures, forme binaire.;"Sol Majeur ;";binaire;;332 3156 5342 31;;ut1,fa4;;;;;;;;
1709-02_311;1709.02.01;311-312;QUE L'HIVER EN NOS CHAMPS A CAUSÉ DE DOMMAGES;Que l'hiver en nos champs a causé de dommages;"air gravé inséré entre les pages 312 et 313 « Je crois ne pouvoir mieux placer une Chanson, qu'aprés un Article qui regarde des personnes qui sont en joye du bien qui vient de leur arriver. AIR NOUVEAU. Que l'Hiver en nos Champs a causé de dommages, Rien n'est exempt de sa rigueur ; Mais Philis il a fait encor moins de ravages, Que vous n'en faites dans mon coeur. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;hiver ;poésie de saison;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 3/2 et ¢ en alternance, 17 mesures, forme binaire.;"ré mineur ;";binaire;;15 667 532 12321 7;;ut1/bc;;;;;;;;
1709-02_366;1709.02.02;366;QUE L'HIVER AIT GLACÉ NOS ROSES ET NOS LYS;Que l'hiver ait glacé nos roses et nos lys;"air gravé inséré entre les pages 366 et 367 « AIR NOUVEAU. Que l'hiver ait glacé nos roses & nos lis, Je suis insensible à ces choses ; Sur vôtre beau visage adorable Philis, Ne vois-je pas toûjours & des lis & des roses. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;hiver ;"madrigal ; poésie de saison";air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, ¢ et 3/2 en alternance, 26 mesures, forme binaire.;"ré mineur ;";binaire;;51 715 66 4443 2;;ut1/bc;;;;;;;;
1709-03_345;1709.03.01;345-346;L'HEUREUX PRINTEMPS EST DE RETOUR;L'heureux printemps est de retour;air gravé inséré entre les pages 346 et 347 « Quoy que le Printemps ne soit pas encore de retour, ou du moins, quoy qu'il ne brille pas encore avec tous ses attraits, quoy qu'il soit commencé, je vous en envoye un de ceux dont on voit tous les ans en cette Saison, les Poëtes n'oubliant pas de les chanter chaque année, même avant qu'il ait commencé à faire sentir ses douceurs. AIR NOUVEAU. L'heureux Printemps est de retour, Sa douceur inspire l'amour, Son émail enrichit nos vergers & nos plaines. Mais tant de beautez, tant d'appas Peuvent-ils soulager mes peines, Si mon Iris ne m'aime pas. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;printemps;poésie de saison;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;Deux autres airs, tout deux anonymes, ont été composés sur ce poème et publiées respectivement dans le Livre d'airs de différents auteurs (cf. LADDA 1679-07) et dans le Mercure galant (1710-04_346).;X;Fa Majeur, 3, 24 mesures, forme binaire.;Fa Majeur;binaire;;34321 5234 345 6;;ut1/bc;;;"LADDA 1679-07 ; MG-1710-04_346 ;";;;;;
1709-04_117;1709.04.01;117-118;MES FEUX QUE TROP LONGTEMPS RENFERME LA CONTRAINTE;Mes feux qu'ont trop longtemps renfermé la contrainte Mes feux que trop longtemps renferme la contrainte;air gravé inséré entre les pages 118 et 119 « Les paroles suivantes ayant esté jugées dignes d'estre mises en chant, je vous les envoye. AIR NOUVEAU. Mes feux qu'ont trop long-temps renfermé (1) la contrainte, Veulent en vain paroistre au jour Auprés de ma Bergere animé par l'amour, Je suis retenu par la crainte. Un tendre aveu doit-il exciter son couroux ? Philis, jugez-en par vous même Comme elle vous brillez des attrais les plus doux. Si je disois que je vous aime, Vous en offenseriez vous ? » (1) « que trop long tems renferme » dans la source musicale.;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;madrigal ;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, C et 2/ en alternance, 18 mesures, forme binaire.;"ré mineur ;";binaire;;15371 751123 22;;ut1/bc;;;;;;;;
1709-04_438;1709.04.02;438;PETITS OISEAUX QUE MON SORT SERAIT DOUX;Petits oiseaux que mon sort serait doux;air gravé inséré entre les pages 438 et 439 « AIR NOUVEAU. Petits Oyseaux, que mon sort seroit doux, Si je pouvois ainsi que vous, Avecque le Printemps, voir finir mes allarmes : Mais las ! (1) rien ne sçauroit éteindre mon ardeur Tircis a toujours trop de charmes Pour ne pas regner dans mon coeur. » (1) « élas » dans la source musicale.;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;printemps;poésie de saison;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Ut Majeur, 3, 25 mesures, forme binaire.;"Ut Majeur ;";binaire;;512 321 5434 3223 1;;sol2/bc;;;;;;;;
